lap,t_in_lap,dist_m,speed_kph,rpm,gear,throttle_pct,brake_pct,drs_available,gap_sec,closing_speed_kph,battery_soc_pct,deploy_kw,energy_used_lap_mj,tyre_age,mode_ground_truth,overtake_attempted,overtake_success
1,0.0344,188.8,219.0,10949,5,100,0,True,0.054,4.92,75.9,120.0,0.343,1,Overtake,False,False
1,0.0393,216.1,224.0,12081,5,100,0,True,0.068,-7.21,75.8,120.0,0.396,1,Overtake,False,False
1,0.0432,237.6,241.0,11349,6,100,0,True,0.067,0.68,75.7,120.0,0.434,1,Overtake,False,False
1,0.0458,251.6,253.0,11560,6,100,0,True,0.058,11.0,75.6,120.0,0.458,1,Overtake,False,False
1,0.0499,274.1,253.0,11817,6,100,0,True,0.047,8.44,75.5,120.0,0.497,1,Overtake,False,False
1,0.0557,306.1,262.0,11809,6,100,0,True,0.051,-2.43,75.4,120.0,0.55,1,Overtake,False,False
1,0.0578,317.8,262.0,10981,6,100,0,True,0.054,-5.0,75.4,120.0,0.569,1,Overtake,False,False
1,0.0647,355.4,282.0,11319,7,100,0,True,0.042,6.79,75.2,120.0,0.626,1,Overtake,False,False
1,0.0688,377.7,287.0,11522,7,99,0,True,0.032,10.11,75.2,118.8,0.66,1,Overtake,False,False
1,0.0717,393.8,289.0,11205,7,47,100,True,0.026,7.66,75.2,-40.0,0.66,1,Harvest,False,False
1,0.0763,419.4,288.0,11224,7,0,0,True,0.023,3.21,75.2,0.0,0.66,1,Balance,False,False
1,0.0792,435.0,281.0,11185,7,24,0,True,0.027,-6.59,75.2,0.0,0.66,1,Balance,False,False
1,0.0831,456.4,276.0,10613,7,0,100,True,0.039,-12.0,75.4,-40.0,0.66,1,Harvest,False,False
1,0.0858,471.3,268.0,10385,7,0,100,True,0.056,-23.61,75.4,-40.0,0.66,1,Harvest,False,False
1,0.089,488.7,260.0,10720,7,0,0,True,0.081,-31.68,75.4,0.0,0.66,1,Balance,False,False
1,0.0915,502.9,256.0,11049,7,0,100,True,0.101,-28.57,75.5,-40.0,0.66,1,Harvest,False,False
1,0.0949,521.2,235.0,10543,6,0,100,True,0.115,-14.2,75.6,-40.0,0.66,1,Harvest,False,False
1,0.0967,531.0,221.0,11243,6,0,100,True,0.118,-3.24,75.7,-40.0,0.66,1,Harvest,False,False
1,0.0995,546.7,203.0,10425,5,0,100,True,0.112,4.6,75.8,-40.0,0.66,1,Harvest,False,False
1,0.1014,557.0,185.0,10777,5,0,100,True,0.107,4.29,75.9,-40.0,0.66,1,Harvest,False,False
1,0.1036,569.4,159.0,10794,4,0,100,True,0.107,0.13,76.0,-40.0,0.66,1,Harvest,False,False
1,0.1056,580.0,136.0,9990,3,0,100,True,0.101,3.23,76.1,-40.0,0.66,1,Harvest,False,False
1,0.1068,586.9,125.0,10713,3,0,100,True,0.086,9.29,76.1,-40.0,0.66,1,Harvest,False,False
1,0.1086,596.7,110.0,8893,2,0,100,True,0.06,8.73,76.3,-40.0,0.66,1,Harvest,False,False
1,0.1105,606.9,92.0,7701,2,0,100,True,0.042,4.64,76.4,-40.0,0.66,1,Harvest,False,False
1,0.1114,611.7,86.0,6753,2,0,100,True,0.034,3.32,76.5,-40.0,0.66,1,Harvest,False,False
1,0.1145,629.1,58.0,5356,2,20,0,True,0.26,-17.17,76.5,0.0,0.66,1,Balance,False,False
1,0.115,631.7,59.0,5213,2,18,0,True,0.291,-15.09,76.5,0.0,0.66,1,Balance,False,False
1,0.1157,635.7,60.0,5721,2,31,0,True,0.338,-14.94,76.5,0.0,0.66,1,Balance,False,False
1,0.1162,638.4,61.0,6220,2,46,0,True,0.373,-17.0,76.5,0.0,0.66,1,Balance,False,False
1,0.117,642.8,65.0,6655,2,53,0,True,0.413,-13.0,76.5,0.0,0.66,1,Balance,False,False
1,0.1176,646.0,73.0,6696,2,55,0,True,0.417,-2.33,76.5,0.0,0.66,1,Balance,False,False
1,0.1185,651.2,78.0,6542,2,31,100,True,0.384,10.1,76.6,-40.0,0.66,1,Harvest,False,False
1,0.1191,654.5,75.0,6141,2,1,100,True,0.364,8.15,76.7,-40.0,0.66,1,Harvest,False,False
1,0.1204,661.3,68.0,5483,2,14,0,True,0.358,-0.02,76.7,0.0,0.66,1,Balance,False,False
1,0.1218,668.9,68.0,6204,2,37,0,True,0.378,-3.5,76.7,0.0,0.66,1,Balance,False,False
1,0.1229,675.0,69.0,6432,2,23,0,True,0.422,-8.71,76.7,0.0,0.66,1,Balance,False,False
1,0.1241,681.5,73.0,6786,2,40,0,True,0.469,-11.81,76.7,0.0,0.66,1,Balance,False,False
1,0.1247,684.8,74.0,7090,2,45,0,True,0.496,-14.55,76.7,0.0,0.66,1,Balance,False,False
1,0.1258,691.2,82.0,7885,2,60,0,True,0.557,-17.79,76.7,0.0,0.66,1,Balance,False,False
1,0.1273,699.3,92.0,9183,2,70,0,True,0.603,-16.92,76.7,0.0,0.66,1,Balance,False,False
1,0.1288,707.5,105.0,10220,2,77,0,True,0.642,-15.01,76.7,0.0,0.66,1,Balance,False,False
1,0.1299,713.8,114.0,10750,2,73,0,True,0.67,-13.67,76.7,0.0,0.66,1,Balance,False,False
1,0.1312,720.6,122.0,9910,3,78,0,True,0.691,-13.58,76.7,93.6,0.678,1,Overtake,False,False
1,0.1337,734.4,138.0,11696,3,89,0,True,0.721,-13.81,76.6,106.8,0.717,1,Overtake,False,False
1,0.1362,748.0,152.0,10736,3,94,0,True,0.735,-7.0,76.5,112.8,0.753,1,Overtake,False,False
1,0.1378,756.9,161.0,10221,4,99,0,True,0.75,-5.92,76.5,118.8,0.777,1,Overtake,False,False
1,0.1395,766.4,171.0,11043,4,100,0,True,0.761,-7.47,76.4,120.0,0.801,1,Overtake,False,False
1,0.1413,776.3,178.0,11578,4,100,0,True,0.777,-9.72,76.3,120.0,0.825,1,Overtake,False,False
1,0.144,791.1,190.0,11197,4,100,0,True,0.788,-9.2,76.3,120.0,0.858,1,Overtake,False,False
1,0.146,802.0,197.0,10606,5,100,0,True,0.796,-8.09,76.2,120.0,0.882,1,Overtake,False,False
1,0.1476,810.8,197.0,10853,5,100,0,True,0.806,-12.19,76.2,120.0,0.902,1,Overtake,False,False
1,0.1505,826.9,208.0,11523,5,100,0,True,0.818,-9.54,76.1,120.0,0.935,1,Overtake,False,False
1,0.1523,836.6,217.0,11648,5,100,0,True,0.822,-4.45,76.0,120.0,0.954,1,Overtake,False,False
1,0.155,851.3,220.0,11142,5,100,0,True,0.83,-8.19,76.0,120.0,0.983,1,Overtake,False,False
1,0.1577,866.5,228.0,10386,6,100,0,True,0.836,-5.11,75.9,120.0,1.012,1,Overtake,False,False
1,0.1611,884.8,236.0,11014,6,100,0,True,0.84,-4.51,75.8,120.0,1.046,1,Overtake,False,False
1,0.163,895.4,238.0,11192,6,100,0,True,0.844,-5.95,75.8,120.0,1.065,1,Overtake,False,False
1,0.1655,909.0,245.0,11305,6,100,0,True,0.846,-1.86,75.7,120.0,1.089,1,Overtake,False,False
1,0.1716,942.7,253.0,11694,6,99,0,True,0.848,-2.89,75.6,118.8,1.146,1,Overtake,False,False
1,0.1737,954.2,258.0,11805,6,99,0,True,0.849,-1.77,75.6,118.8,1.165,1,Overtake,False,False
1,0.1769,971.7,263.0,10405,7,100,0,True,0.851,-1.43,75.5,120.0,1.194,1,Overtake,False,False
1,0.179,983.5,265.0,10704,7,100,0,True,0.854,-1.71,75.4,120.0,1.213,1,Overtake,False,False
1,0.1817,998.4,268.0,10859,7,100,0,True,0.856,-1.59,75.4,120.0,1.237,1,Overtake,False,False
1,0.1845,1013.5,271.0,11021,7,100,0,True,0.856,0.0,75.3,120.0,1.261,1,Overtake,False,False
1,0.1872,1028.6,273.0,11118,7,100,0,True,0.858,-0.97,75.3,120.0,1.285,1,Overtake,False,False
1,0.1906,1047.0,276.0,11227,7,100,0,True,0.858,0.0,75.2,120.0,1.314,1,Overtake,False,False
1,0.194,1065.8,281.0,11338,7,100,0,True,0.856,1.76,75.1,120.0,1.342,1,Overtake,False,False
1,0.1998,1097.5,286.0,11515,7,100,0,True,0.851,2.65,75.0,120.0,1.39,1,Overtake,False,False
1,0.2021,1110.2,287.0,11515,7,100,0,True,0.85,1.64,75.0,120.0,1.409,1,Overtake,False,False
1,0.2074,1139.2,290.0,11700,7,100,0,True,0.848,1.47,74.9,120.0,1.453,1,Overtake,False,False
1,0.2109,1158.8,293.0,10921,7,100,0,True,0.846,2.64,74.8,120.0,1.482,1,Overtake,False,False
1,0.2151,1181.7,294.0,10565,8,100,0,True,0.846,-0.2,74.7,120.0,1.515,1,Overtake,False,False
1,0.2193,1204.8,297.0,10621,8,100,0,True,0.845,1.24,74.7,120.0,1.549,1,Overtake,False,False
1,0.2229,1224.7,298.0,10642,8,100,0,True,0.844,0.37,74.6,120.0,1.578,1,Overtake,False,False
1,0.2266,1244.7,300.0,10729,8,100,0,True,0.844,0.6,74.5,120.0,1.606,1,Overtake,False,False
1,0.2309,1268.1,302.0,10793,8,100,0,True,0.843,1.3,74.4,120.0,1.64,1,Overtake,False,False
1,0.2345,1288.3,303.0,10840,8,100,0,True,0.842,0.69,74.4,120.0,1.669,1,Overtake,False,False
1,0.2376,1305.2,304.0,10882,8,100,0,True,0.842,0.51,74.3,120.0,1.693,1,Overtake,False,False
1,0.2401,1318.8,305.0,10927,8,99,0,True,0.842,0.86,74.3,118.8,1.712,1,Overtake,False,False
1,0.2438,1339.3,307.0,10978,8,100,0,True,0.84,2.0,74.2,120.0,1.741,1,Overtake,False,False
1,0.2507,1377.3,311.0,11072,8,100,0,True,0.834,2.96,74.1,120.0,1.793,1,Overtake,False,False
1,0.2577,1415.5,313.0,11166,8,100,0,True,0.829,3.77,74.0,120.0,1.846,1,Overtake,False,False
1,0.2602,1429.5,314.0,11160,8,99,0,True,0.827,4.03,73.9,118.8,1.865,1,Overtake,False,False
1,0.2653,1457.5,315.0,11241,8,99,0,True,0.824,3.35,73.8,118.8,1.903,1,Overtake,False,False
1,0.2679,1471.5,316.0,11241,8,99,0,True,0.823,3.25,73.8,118.8,1.922,1,Overtake,False,False
1,0.2711,1489.1,316.0,11285,8,99,0,True,0.822,2.0,73.7,118.8,1.946,1,Overtake,False,False
1,0.2769,1521.1,320.0,11379,8,99,0,True,0.816,5.3,73.6,118.8,1.989,1,Overtake,False,False
1,0.2834,1556.7,321.0,11426,8,99,0,True,0.809,4.49,73.5,118.8,2.036,1,Overtake,False,False
1,0.288,1581.9,323.0,11433,8,99,0,True,0.806,4.05,73.4,118.8,2.07,1,Overtake,False,False
1,0.2932,1610.7,324.0,11504,8,99,0,True,0.801,4.5,73.4,118.8,2.108,1,Overtake,False,False
1,0.2958,1625.0,323.0,11502,8,99,0,True,0.799,3.9,73.3,118.8,2.127,1,Overtake,False,False
1,0.2984,1639.4,323.0,11502,8,99,0,True,0.798,3.56,73.3,118.8,2.146,1,Overtake,False,False
1,0.3017,1657.3,323.0,11527,8,99,0,True,0.796,3.0,73.2,118.8,2.169,1,Overtake,False,False
1,0.3076,1689.5,323.0,11510,8,99,0,True,0.792,4.64,73.1,118.8,2.212,1,Overtake,False,False
1,0.3141,1725.7,325.0,10683,8,0,100,True,0.778,14.38,73.3,-40.0,2.212,1,Harvest,False,False
1,0.3167,1740.0,257.0,10861,8,0,100,True,0.762,-9.97,73.3,-40.0,2.212,1,Harvest,False,False
1,0.3189,1752.1,217.0,10947,7,0,100,True,0.768,-10.85,73.4,-40.0,2.212,1,Harvest,False,False
1,0.3228,1773.1,189.0,11444,4,0,100,True,0.747,12.05,73.6,-40.0,2.212,1,Harvest,False,False
1,0.3255,1787.8,166.0,10231,4,0,100,True,0.72,20.0,73.7,-40.0,2.212,1,Harvest,False,False
1,0.327,1796.4,155.0,10931,3,0,100,True,0.674,21.3,73.8,-40.0,2.212,1,Harvest,False,False
1,0.329,1807.2,139.0,9916,3,0,100,True,0.632,18.26,73.9,-40.0,2.212,1,Harvest,False,False
1,0.3307,1816.9,124.0,8985,3,0,100,True,0.607,11.06,74.0,-40.0,2.212,1,Harvest,False,False
1,0.3317,1822.2,120.0,8601,3,0,100,True,0.584,12.87,74.0,-40.0,2.212,1,Harvest,False,False
1,0.3337,1833.0,108.0,7504,3,0,100,True,0.558,7.73,74.2,-40.0,2.212,1,Harvest,False,False
1,0.3351,1840.7,99.0,7234,3,0,100,True,0.566,-2.45,74.3,-40.0,2.212,1,Harvest,False,False
1,0.3359,1845.0,96.0,7216,3,2,0,True,0.582,-8.24,74.3,0.0,2.212,1,Balance,False,False
1,0.3382,1857.8,96.0,7407,3,40,0,True,0.654,-19.55,74.3,0.0,2.212,1,Balance,False,False
1,0.3403,1869.2,103.0,7835,3,45,0,True,0.699,-12.75,74.3,0.0,2.212,1,Balance,False,False
1,0.3411,1873.9,104.0,7851,3,39,0,True,0.717,-12.35,74.3,0.0,2.212,1,Balance,False,False
1,0.3422,1879.7,106.0,7861,3,31,0,True,0.737,-11.51,74.3,0.0,2.212,1,Balance,False,False
1,0.3446,1892.9,108.0,8480,3,54,0,True,0.8,-18.0,74.3,0.0,2.212,1,Balance,False,False
1,0.3457,1899.2,112.0,9034,3,58,0,True,0.831,-20.32,74.3,0.0,2.212,1,Balance,False,False
1,0.3469,1905.7,117.0,9170,3,64,0,True,0.862,-21.21,74.3,0.0,2.212,1,Balance,False,False
1,0.3484,1913.8,122.0,9928,3,76,0,True,0.913,-23.81,74.3,91.2,2.234,1,Overtake,False,False
1,0.35,1922.7,134.0,10541,3,82,0,True,0.949,-20.19,74.2,98.4,2.257,1,Overtake,False,False
1,0.3524,1935.7,146.0,9981,4,82,0,True,0.984,-20.71,74.1,98.4,2.289,1,Overtake,False,False
1,0.3564,1957.8,166.0,10713,4,100,0,True,1.02,-16.85,74.0,120.0,2.346,1,Push,False,False
1,0.3605,1980.2,183.0,11265,4,100,0,True,1.054,-16.4,73.9,120.0,2.399,1,Push,False,False
1,0.3632,1995.1,192.0,10625,5,99,0,True,1.078,-15.31,73.8,118.8,2.433,1,Push,False,False
1,0.3648,2004.0,199.0,10699,5,100,0,True,1.091,-12.29,73.8,120.0,2.452,1,Push,False,False
1,0.3669,2015.4,206.0,10699,5,100,0,True,1.102,-10.44,73.7,120.0,2.476,1,Push,False,False
1,0.3707,2036.3,209.0,11312,5,100,0,True,1.128,-14.39,73.6,120.0,2.519,1,Push,False,False
1,0.3751,2060.8,220.0,11829,5,100,0,True,1.141,-7.85,73.5,120.0,2.567,1,Push,False,False
1,0.3774,2073.2,224.0,11457,5,100,0,True,1.147,-8.13,73.4,120.0,2.591,1,Push,False,False
1,0.3792,2083.3,226.0,10337,6,100,0,True,1.153,-7.67,73.4,120.0,2.61,1,Push,False,False
1,0.382,2098.5,229.0,10530,6,100,0,True,1.161,-7.21,73.3,120.0,2.639,1,Push,False,False
1,0.3853,2116.7,234.0,10748,6,100,0,True,1.168,-5.12,73.2,120.0,2.673,1,Push,False,False
1,0.3887,2135.2,237.0,10923,6,99,0,True,1.174,-4.86,73.2,118.8,2.706,1,Push,False,False
1,0.3924,2155.6,230.0,10554,6,16,100,True,1.177,0.79,73.3,-40.0,2.706,1,Harvest,False,False
1,0.3959,2174.8,216.0,10636,6,5,100,True,1.168,9.26,73.4,-40.0,2.706,1,Harvest,False,False
1,0.3983,2187.9,197.0,10214,5,5,100,True,1.168,-0.31,73.5,-40.0,2.706,1,Harvest,False,False
1,0.3999,2196.7,197.0,10008,5,5,100,True,1.161,4.53,73.6,-40.0,2.706,1,Harvest,False,False
1,0.4018,2207.1,188.0,9768,5,5,100,True,1.16,0.76,73.6,-40.0,2.706,1,Harvest,False,False
1,0.404,2219.3,183.0,9525,5,7,100,True,1.158,1.03,73.7,-40.0,2.706,1,Harvest,False,False
1,0.4055,2227.5,183.0,9391,5,7,0,True,1.153,3.61,73.7,0.0,2.706,1,Balance,False,False
1,0.4076,2239.1,174.0,9147,5,18,0,True,1.157,-3.0,73.7,0.0,2.706,1,Balance,False,False
1,0.409,2246.8,173.0,8916,5,7,0,True,1.16,-4.0,73.7,0.0,2.706,1,Balance,False,False
1,0.4118,2262.1,172.0,9391,5,55,0,True,1.173,-7.94,73.7,66.0,2.727,1,Push,False,False
1,0.4142,2275.5,173.0,9562,5,71,0,True,1.193,-14.03,73.6,85.2,2.751,1,Push,False,False
1,0.4164,2287.4,178.0,9848,5,89,0,True,1.21,-14.11,73.6,106.8,2.776,1,Push,False,False
1,0.4198,2305.9,185.0,10518,5,100,0,True,1.239,-16.52,73.5,120.0,2.82,1,Push,False,False
1,0.4213,2314.5,194.0,10610,5,94,0,True,1.249,-10.43,73.4,112.8,2.838,1,Push,False,False
1,0.4229,2323.3,197.0,10782,5,100,0,True,1.258,-10.73,73.4,120.0,2.857,1,Push,False,False
1,0.425,2334.4,202.0,11099,5,100,0,True,1.268,-9.34,73.3,120.0,2.881,1,Push,False,False
1,0.4275,2348.5,210.0,11292,5,100,0,True,1.277,-7.82,73.3,120.0,2.91,1,Push,False,False
1,0.4297,2360.4,214.0,11615,5,99,0,True,1.287,-11.37,73.2,118.8,2.933,1,Push,False,False
1,0.4319,2372.4,217.0,11813,5,99,0,True,1.297,-10.47,73.2,118.8,2.957,1,Push,False,False
1,0.4351,2390.0,226.0,10714,6,99,0,True,1.302,-4.72,73.1,118.8,2.991,1,Push,False,False
1,0.4374,2402.6,227.0,10332,6,99,0,True,1.307,-6.13,73.0,118.8,3.014,1,Push,False,False
1,0.4392,2412.8,228.0,10566,6,99,0,True,1.312,-6.69,73.0,118.8,3.033,1,Push,False,False
1,0.4415,2425.5,229.0,10611,6,99,0,True,1.319,-8.01,72.9,118.8,3.057,1,Push,False,False
1,0.4434,2435.9,234.0,10773,6,99,0,True,1.323,-5.16,72.9,118.8,3.076,1,Push,False,False
1,0.4453,2446.3,235.0,10825,6,99,0,True,1.327,-6.33,72.8,118.8,3.095,1,Push,False,False
1,0.4502,2472.9,239.0,10931,6,99,0,True,1.334,-4.0,72.7,118.8,3.143,1,Push,False,False
1,0.4526,2486.3,242.0,11236,6,99,0,True,1.323,13.13,72.7,118.8,3.166,1,Push,False,False
1,0.455,2499.2,232.0,9976,6,0,100,True,1.312,14.0,72.7,-40.0,3.166,1,Harvest,False,False
1,0.4567,2508.7,214.0,9709,6,0,100,True,1.314,-4.0,72.8,-40.0,3.166,1,Harvest,False,False
1,0.4591,2521.8,196.0,9631,5,0,100,True,1.307,10.65,72.9,-40.0,3.166,1,Harvest,False,False
1,0.4612,2533.8,180.0,10813,5,0,100,True,1.301,1.81,73.0,-40.0,3.166,1,Harvest,False,False
1,0.4634,2545.5,176.0,10537,4,0,0,True,1.294,4.6,73.0,0.0,3.166,1,Balance,False,False
1,0.4654,2556.7,167.0,10382,4,1,0,True,1.297,-1.77,73.0,0.0,3.166,1,Balance,False,False
1,0.468,2571.1,162.0,10090,4,0,0,True,1.304,-2.46,73.0,0.0,3.166,1,Balance,False,False
1,0.4772,2621.6,175.0,11546,4,99,0,True,1.319,-15.0,72.9,118.8,3.226,1,Push,False,False
1,0.4811,2642.7,190.0,12041,4,99,0,True,1.339,-3.69,72.8,118.8,3.273,1,Push,False,False
1,0.486,2669.8,203.0,11300,5,99,0,True,1.392,-6.31,72.6,118.8,3.33,1,Push,False,False
1,0.49,2691.7,219.0,11767,5,99,0,True,1.406,-2.94,72.5,118.8,3.373,1,Push,False,False
1,0.4923,2704.1,224.0,12004,5,99,0,True,1.41,-4.59,72.5,118.8,3.397,1,Push,False,False
1,0.4946,2716.9,229.0,11920,5,99,0,True,1.416,-3.48,72.4,118.8,3.421,1,Push,False,False
1,0.4984,2737.7,235.0,10969,6,99,0,True,1.424,-4.12,72.3,118.8,3.459,1,Push,False,False
1,0.5003,2748.4,239.0,11088,6,99,0,True,1.429,-3.67,72.3,118.8,3.478,1,Push,False,False
1,0.5048,2773.1,247.0,11468,6,99,0,True,1.436,-4.56,72.2,118.8,3.52,1,Push,False,False
1,0.5073,2786.8,247.0,11537,6,99,0,True,1.444,-9.9,72.1,118.8,3.544,1,Push,False,False
1,0.5099,2801.0,256.0,11717,6,99,0,True,1.447,-3.9,72.1,118.8,3.568,1,Push,False,False
1,0.5136,2821.3,261.0,10386,7,99,0,True,1.45,-3.65,72.0,118.8,3.601,1,Push,False,False
1,0.519,2851.0,267.0,10710,7,99,0,True,1.452,-1.86,71.9,118.8,3.649,1,Push,False,False
1,0.5223,2869.0,271.0,10916,7,99,0,True,1.453,-0.52,71.8,118.8,3.677,1,Push,False,False
1,0.5256,2887.4,275.0,11108,7,99,0,True,1.453,-0.67,71.7,118.8,3.706,1,Push,False,False
1,0.5313,2918.6,281.0,11278,7,99,0,True,1.453,-0.76,71.6,118.8,3.753,1,Push,False,False
1,0.5341,2934.2,281.0,11390,7,99,0,True,1.455,-2.31,71.6,118.8,3.777,1,Push,False,False
1,0.54,2966.3,289.0,11558,7,99,0,True,1.454,0.78,71.5,118.8,3.824,1,Push,False,False
1,0.5459,2998.8,292.0,10970,7,99,0,True,1.453,-0.34,71.4,118.8,3.872,1,Push,False,False
1,0.5519,3031.7,296.0,10429,8,99,0,True,1.452,0.39,71.2,118.8,3.92,1,Push,False,False
1,0.5555,3051.5,298.0,10713,8,99,0,True,1.451,2.0,71.2,118.8,3.948,1,Push,False,False
1,0.5585,3068.2,300.0,10698,8,99,0,True,1.451,1.64,71.1,118.8,3.972,1,Push,False,False
1,0.5647,3101.9,303.0,10754,8,99,0,True,1.451,0.58,71.0,118.8,4.019,1,Push,False,False
1,0.569,3125.6,305.0,10894,8,99,0,True,1.45,0.82,70.9,118.8,4.053,1,Push,False,False
1,0.5739,3152.8,306.0,10971,8,99,0,True,1.449,1.02,70.8,118.8,4.091,1,Push,False,False
1,0.5795,3183.7,309.0,10987,8,99,0,True,1.445,3.0,70.7,118.8,4.133,1,Push,False,False
1,0.5827,3201.0,311.0,11098,8,99,0,True,1.442,5.0,70.7,118.8,4.157,1,Push,False,False
1,0.5852,3214.7,310.0,11046,8,99,0,True,1.44,4.0,70.7,118.8,4.176,1,Push,False,False
1,0.589,3235.5,311.0,11060,8,99,0,True,1.436,5.0,70.6,118.8,4.205,1,Push,False,False
1,0.5934,3259.7,311.0,11064,8,99,0,True,1.431,5.0,70.5,118.8,4.238,1,Push,False,False
1,0.599,3290.8,311.0,11054,8,99,0,True,1.425,5.49,70.4,118.8,4.281,1,Push,False,False
1,0.6041,3318.4,311.0,11038,8,99,0,True,1.418,6.71,70.3,118.8,4.319,1,Push,False,False
1,0.6091,3345.9,309.0,10961,8,99,0,True,1.413,5.0,70.2,118.8,4.357,1,Push,False,False
1,0.6147,3376.8,309.0,10932,8,99,0,True,1.406,5.83,70.1,118.8,4.399,1,Push,False,False
1,0.6215,3414.3,307.0,10917,8,99,0,True,1.397,6.27,70.0,118.8,4.452,1,Push,False,False
1,0.6283,3451.6,305.0,10842,8,99,0,True,1.389,6.0,69.9,118.8,4.504,1,Push,False,False
1,0.6332,3478.6,304.0,10689,8,99,0,True,1.383,5.49,69.8,118.8,4.542,1,Push,False,False
1,0.6369,3498.9,304.0,10753,8,99,0,True,1.378,6.0,69.7,118.8,4.571,1,Push,False,False
1,0.6424,3529.0,301.0,10398,8,1,100,True,1.374,3.0,69.9,-40.0,4.571,1,Harvest,False,False
1,0.6454,3545.3,295.0,10229,8,0,100,True,1.343,19.72,69.9,-40.0,4.571,1,Harvest,False,False
1,0.6497,3569.0,266.0,9691,8,0,100,True,1.313,23.1,70.1,-40.0,4.571,1,Harvest,False,False
1,0.6516,3579.7,240.0,10012,8,0,100,True,1.306,9.16,70.1,-40.0,4.571,1,Harvest,False,False
1,0.6542,3593.9,214.0,9666,7,0,100,True,1.294,11.4,70.2,-40.0,4.571,1,Harvest,False,False
1,0.6588,3619.1,189.0,9634,5,0,100,True,1.272,9.92,70.4,-40.0,4.571,1,Harvest,False,False
1,0.6603,3627.5,189.0,9474,5,1,100,True,1.259,12.58,70.5,-40.0,4.571,1,Harvest,False,False
1,0.6635,3644.8,173.0,9005,5,4,0,True,1.254,5.47,70.5,0.0,4.571,1,Balance,False,False
1,0.6666,3661.6,168.0,9275,5,54,0,True,1.26,-1.91,70.4,64.8,4.594,1,Push,False,False
1,0.6689,3674.8,169.0,9236,5,64,0,True,1.279,-8.53,70.4,76.8,4.615,1,Push,False,False
1,0.6714,3688.0,170.0,9542,5,70,0,True,1.302,-17.9,70.3,84.0,4.639,1,Push,False,False
1,0.681,3740.8,198.0,10579,5,74,0,True,1.309,-5.01,70.2,88.8,4.683,1,Push,False,False
1,0.683,3752.0,202.0,10791,5,69,0,True,1.313,-3.36,70.2,82.8,4.7,1,Push,False,False
1,0.6863,3770.3,206.0,11100,5,79,0,True,1.33,-4.29,70.1,94.8,4.73,1,Push,False,False
